functional_area,program_name,run_id,table_name,source_record_count,ignored_record_count,orphan_record_count,source_considered_count,source_errored_count,source_converted_count,quarter
Claims,CLM_MS_DNTL                   ,TST27     ,c_li_exc_tb                   ,1101926,0,0,1101926,4,1101922,1901
Claims,CLM_MS_DNTL                   ,TST27     ,c_li_exc_tb                   ,492180,0,0,492180,33,492147,2102
Claims,CLM_MS_DNTL                   ,TST27     ,c_li_exc_tb                   ,440030,0,0,440030,0,440030,2001
Claims,CLM_MS_DNTL                   ,TST27     ,c_li_exc_tb                   ,428593,0,0,428593,98,428495,2103
Claims,CLM_MS_DNTL                   ,TST27     ,c_li_exc_tb                   ,554457,0,0,554457,11,554446,2002
Claims,CLM_MS_DNTL                   ,TST27     ,c_li_exc_tb                   ,577465,0,0,577465,3,577462,1801
Claims,CLM_MS_DNTL                   ,TST27     ,c_li_exc_tb                   ,526367,0,0,526367,11,526356,2003
Claims,CLM_MS_DNTL                   ,TST27     ,c_li_exc_tb                   ,239800,0,0,239800,24,239776,2004
Claims,CLM_MS_DNTL                   ,TST27     ,c_li_exc_tb                   ,962040,0,0,962040,85,961955,1803
Claims,CLM_MS_DNTL                   ,TST27     ,c_li_exc_tb                   ,260144,0,0,260144,5,260139,2201
Claims,CLM_MS_DNTL                   ,TST27     ,c_li_exc_tb                   ,820844,0,0,820844,1,820843,1904
Claims,CLM_MS_DNTL                   ,TST27     ,c_li_exc_tb                   ,176978,0,0,176978,6,176972,1704
Claims,CLM_MS_DNTL                   ,TST27     ,c_li_exc_tb                   ,434882,0,0,434882,10,434872,1601
Claims,CLM_MS_DNTL                   ,TST27     ,c_li_exc_tb                   ,87973,0,0,87973,86,87887,1402
Claims,CLM_MS_DNTL                   ,TST27     ,c_li_exc_tb                   ,199253,0,0,199253,132,199121,1502
Claims,CLM_MS_DNTL                   ,TST27     ,c_li_exc_tb                   ,879873,0,0,879873,23,879850,1504
Claims,CLM_MS_DNTL                   ,TST27     ,c_li_exc_tb                   ,84840,0,0,84840,39,84801,1304
Claims,CLM_MS_DNTL                   ,TST27     ,c_li_exc_tb                   ,247663,0,0,247663,37,247626,1702
Claims,CLM_MS_DNTL                   ,TST27     ,c_li_exc_tb                   ,74436,0,0,74436,59,74377,1401
Claims,CLM_MS_DNTL                   ,TST28     ,c_li_exc_tb                   ,554457,0,0,554457,11,554446,2002
Claims,CLM_MS_DNTL                   ,TST28     ,c_li_exc_tb                   ,239800,0,0,239800,24,239776,2004
Claims,CLM_MS_DNTL                   ,TST28     ,c_li_exc_tb                   ,993227,0,0,993227,17,993210,2101
Claims,CLM_MS_DNTL                   ,TST28     ,c_li_exc_tb                   ,526367,0,0,526367,11,526356,2003
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,199253,0,0,199253,132,199121,1502
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,92249,0,0,92249,95,92154,1403
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,5930,0,0,5930,0,5930,1204
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,207905,0,0,207905,18,207887,1603
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,62819,0,0,62819,42,62777,1303
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,879873,0,0,879873,23,879850,1504
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,115821,0,0,115821,65,115756,1404
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,155956,0,0,155956,195,155761,1501
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,434882,0,0,434882,10,434872,1601
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,526367,0,0,526367,11,526356,2003
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,239800,0,0,239800,24,239776,2004
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,1101926,0,0,1101926,4,1101922,1901
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,440030,0,0,440030,0,440030,2001
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,87973,0,0,87973,86,87887,1402
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,6381,0,0,6381,0,6381,1203
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,78815,0,89,78726,36,78690,lftm
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,492180,0,0,492180,33,492147,2102
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,962040,0,0,962040,85,961955,1803
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,822055,0,0,822055,7,822048,1804
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,786587,0,0,786587,1,786586,1802
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,247663,0,0,247663,37,247626,1702
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,428593,0,0,428593,98,428495,2103
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,123652,0,0,123652,14,123638,1703
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,74436,0,0,74436,59,74377,1401
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,260144,0,0,260144,5,260139,2201
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,840804,0,0,840804,4,840800,1902
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,554457,0,0,554457,11,554446,2002
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,473603,0,0,473603,11,473592,1903
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,993227,0,0,993227,17,993210,2101
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,820844,0,0,820844,1,820843,1904
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,577465,0,0,577465,3,577462,1801
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,265526,0,0,265526,6,265520,2104
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,918327,0,0,918327,23,918304,1604
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,89277,0,0,89277,22,89255,1701
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,84840,0,0,84840,39,84801,1304
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,785227,0,0,785227,34,785193,1602
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,7304,0,0,7304,0,7304,1202
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,10300,0,0,10300,0,10300,1302
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,176978,0,0,176978,6,176972,1704
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,5530,0,0,5530,0,5530,1201
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,6886,0,0,6886,0,6886,1301
Claims,CLM_MS_DNTL                   ,TST30     ,c_li_exc_tb                   ,343426,0,0,343426,47,343379,1503
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,993227,0,0,993227,17,993210,2101
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,434882,0,0,434882,10,434872,1601
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,428593,0,0,428593,98,428495,2103
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,526367,0,0,526367,11,526356,2003
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,260144,0,0,260144,5,260139,2201
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,265526,0,0,265526,6,265520,2104
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,239800,0,0,239800,24,239776,2004
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,176978,0,0,176978,6,176972,1704
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,123652,0,0,123652,14,123638,1703
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,473603,0,0,473603,11,473592,1903
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,822055,0,0,822055,7,822048,1804
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,577465,0,0,577465,3,577462,1801
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,247663,0,0,247663,37,247626,1702
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,918327,0,0,918327,23,918304,1604
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,78815,0,89,78726,36,78690,lftm
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,199253,0,0,199253,132,199121,1502
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,155956,0,0,155956,195,155761,1501
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,343426,0,0,343426,47,343379,1503
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,70428,0,0,70428,57,70371,1202
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,492180,0,0,492180,33,492147,2102
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,92249,0,0,92249,95,92154,1403
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,70066,0,0,70066,62,70004,1201
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,5930,0,0,5930,0,5930,1204
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,10300,0,0,10300,0,10300,1302
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,6886,0,0,6886,0,6886,1301
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,6381,0,0,6381,0,6381,1203
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,74436,0,0,74436,59,74377,1401
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,84840,0,0,84840,39,84801,1304
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,62819,0,0,62819,42,62777,1303
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,87973,0,0,87973,86,87887,1402
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,115821,0,0,115821,65,115756,1404
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,1101926,0,0,1101926,4,1101922,1901
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,786587,0,0,786587,1,786586,1802
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,820844,0,0,820844,1,820843,1904
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,962040,0,0,962040,85,961955,1803
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,440030,0,0,440030,0,440030,2001
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,207905,0,0,207905,18,207887,1603
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,879873,0,0,879873,23,879850,1504
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,840804,0,0,840804,4,840800,1902
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,785227,0,0,785227,34,785193,1602
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,89277,0,0,89277,22,89255,1701
Claims,CLM_MS_DNTL                   ,TST32     ,c_li_exc_tb                   ,554457,0,0,554457,11,554446,2002
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,89277,0,0,89277,22,89255,1701
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,785227,0,0,785227,34,785193,1602
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,87973,0,0,87973,86,87887,1402
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,199253,0,0,199253,132,199121,1502
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,260144,0,0,260144,5,260139,2201
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,88769,1,0,88768,64,88704,1203
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,103670,0,0,103670,65,103605,1303
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,84840,0,0,84840,39,84801,1304
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,918327,0,0,918327,23,918304,1604
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,440030,0,0,440030,0,440030,2001
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,577465,0,0,577465,3,577462,1801
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,554457,0,0,554457,11,554446,2002
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,492180,0,0,492180,33,492147,2102
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,840804,0,0,840804,4,840800,1902
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,428593,0,0,428593,98,428495,2103
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,265526,0,0,265526,6,265520,2104
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,123652,0,0,123652,14,123638,1703
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,962040,0,0,962040,85,961955,1803
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,176978,0,0,176978,6,176972,1704
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,993227,0,0,993227,17,993210,2101
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,822055,0,0,822055,7,822048,1804
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,820844,0,0,820844,1,820843,1904
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,1101926,0,0,1101926,4,1101922,1901
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,526367,0,0,526367,11,526356,2003
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,786587,0,0,786587,1,786586,1802
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,473603,0,0,473603,11,473592,1903
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,343426,0,0,343426,47,343379,1503
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,70428,0,0,70428,57,70371,1202
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,92249,0,0,92249,95,92154,1403
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,879873,0,0,879873,23,879850,1504
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,434882,0,0,434882,10,434872,1601
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,115821,0,0,115821,65,115756,1404
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,78815,0,89,78726,36,78690,lftm
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,155956,0,0,155956,195,155761,1501
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,72930,0,0,72930,47,72883,1204
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,70066,0,0,70066,62,70004,1201
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,95373,0,0,95373,47,95326,1301
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,74436,0,0,74436,59,74377,1401
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,108189,0,0,108189,61,108128,1302
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,470890,0,0,470890,4,470886,2202
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,239800,0,0,239800,24,239776,2004
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,207905,0,0,207905,18,207887,1603
Claims,CLM_MS_DNTL                   ,TST34     ,c_li_exc_tb                   ,247663,0,0,247663,37,247626,1702
Claims,CLM_MS_DNTL                   ,TST36     ,c_li_exc_tb                   ,265526,0,0,265526,6,265520,2104
Claims,CLM_MS_DNTL                   ,TST36     ,c_li_exc_tb                   ,993227,0,0,993227,17,993210,2101
Claims,CLM_MS_DNTL                   ,TST36     ,c_li_exc_tb                   ,492180,0,0,492180,33,492147,2102
Claims,CLM_MS_DNTL                   ,TST36     ,c_li_exc_tb                   ,428593,0,0,428593,98,428495,2103
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,918327,0,0,918327,23,918304,1604
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,526367,0,0,526367,11,526356,2003
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,89277,0,0,89277,22,89255,1701
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,786587,0,0,786587,1,786586,1802
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,840804,0,0,840804,4,840800,1902
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,260144,0,0,260144,5,260139,2201
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,577465,0,0,577465,3,577462,1801
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,492180,0,0,492180,33,492147,2102
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,176978,0,0,176978,6,176972,1704
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,428593,0,0,428593,98,428495,2103
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,95373,0,0,95373,47,95326,1301
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,207905,0,0,207905,18,207887,1603
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,199253,0,0,199253,132,199121,1502
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,785227,0,0,785227,34,785193,1602
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,92249,0,0,92249,95,92154,1403
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,108189,0,0,108189,61,108128,1302
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,70428,0,0,70428,57,70371,1202
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,103670,0,0,103670,65,103605,1303
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,84840,0,0,84840,39,84801,1304
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,115821,0,0,115821,65,115756,1404
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,879873,0,0,879873,23,879850,1504
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,962040,0,0,962040,85,961955,1803
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,473603,0,0,473603,11,473592,1903
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,247663,0,0,247663,37,247626,1702
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,820844,0,0,820844,1,820843,1904
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,123652,0,0,123652,14,123638,1703
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,239800,0,0,239800,24,239776,2004
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,993227,0,0,993227,17,993210,2101
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,470890,0,0,470890,4,470886,2202
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,822055,0,0,822055,7,822048,1804
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,343426,0,0,343426,47,343379,1503
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,87973,0,0,87973,86,87887,1402
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,74436,0,0,74436,59,74377,1401
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,72930,0,0,72930,47,72883,1204
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,155956,0,0,155956,195,155761,1501
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,434882,0,0,434882,10,434872,1601
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,70066,0,0,70066,62,70004,1201
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,78815,0,89,78726,36,78690,lftm
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,554457,0,0,554457,11,554446,2002
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,1101926,0,0,1101926,4,1101922,1901
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,440030,0,0,440030,0,440030,2001
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,265526,0,0,265526,6,265520,2104
Claims,CLM_MS_DNTL                   ,TST38     ,c_li_exc_tb                   ,88769,1,0,88768,64,88704,1203
Claims,CLM_MS_DNTL                   ,UAT01     ,c_li_exc_tb                   ,176978,0,0,176978,3972,173006,1704
Claims,CLM_MS_DNTL                   ,UAT01     ,c_li_exc_tb                   ,577465,0,0,577465,6025,571440,1801
Claims,CLM_MS_DNTL                   ,UAT01     ,c_li_exc_tb                   ,962040,0,0,962040,5334,956706,1803
Claims,CLM_MS_DNTL                   ,UAT01     ,c_li_exc_tb                   ,786587,0,0,786587,1320,785267,1802
Claims,CLM_MS_DNTL                   ,UAT01     ,c_li_exc_tb                   ,473603,0,0,473603,5367,468236,1903
Claims,CLM_MS_DNTL                   ,UAT01     ,c_li_exc_tb                   ,123652,0,0,123652,288,123364,1703
Claims,CLM_MS_DNTL                   ,UAT01     ,c_li_exc_tb                   ,554457,0,0,554457,244,554213,2002
Claims,CLM_MS_DNTL                   ,UAT01     ,c_li_exc_tb                   ,820844,0,0,820844,42111,778733,1904
Claims,CLM_MS_DNTL                   ,UAT01     ,c_li_exc_tb                   ,440030,0,0,440030,1053,438977,2001
Claims,CLM_MS_DNTL                   ,UAT01     ,c_li_exc_tb                   ,822055,0,0,822055,811,821244,1804
Claims,CLM_MS_DNTL                   ,UAT01     ,c_li_exc_tb                   ,840804,0,0,840804,2391,838413,1902
Claims,CLM_MS_DNTL                   ,UAT01     ,c_li_exc_tb                   ,1101926,0,0,1101926,1648,1100278,1901
Claims,CLM_MS_DNTL                   ,UAT01     ,c_li_exc_tb                   ,89277,0,0,89277,2394,86883,1701
Claims,CLM_MS_DNTL                   ,UAT01     ,c_li_exc_tb                   ,239800,0,0,239800,30,239770,2004
Claims,CLM_MS_DNTL                   ,UAT01     ,c_li_exc_tb                   ,526367,0,0,526367,14,526353,2003
Claims,CLM_MS_DNTL                   ,UAT01     ,c_li_exc_tb                   ,247663,0,0,247663,2870,244793,1702
Claims,CLM_MS_DNTL                   ,UAT02     ,c_li_exc_tb                   ,123652,0,0,123652,288,123364,1703
Claims,CLM_MS_DNTL                   ,UAT02     ,c_li_exc_tb                   ,526367,0,0,526367,14,526353,2003
Claims,CLM_MS_DNTL                   ,UAT02     ,c_li_exc_tb                   ,577465,0,0,577465,6025,571440,1801
Claims,CLM_MS_DNTL                   ,UAT02     ,c_li_exc_tb                   ,176978,0,0,176978,3972,173006,1704
Claims,CLM_MS_DNTL                   ,UAT02     ,c_li_exc_tb                   ,786587,0,0,786587,1320,785267,1802
Claims,CLM_MS_DNTL                   ,UAT02     ,c_li_exc_tb                   ,554457,0,0,554457,244,554213,2002
Claims,CLM_MS_DNTL                   ,UAT02     ,c_li_exc_tb                   ,239800,0,0,239800,30,239770,2004
Claims,CLM_MS_DNTL                   ,UAT02     ,c_li_exc_tb                   ,962040,0,0,962040,5334,956706,1803
Claims,CLM_MS_DNTL                   ,UAT02     ,c_li_exc_tb                   ,1101926,0,0,1101926,1648,1100278,1901
Claims,CLM_MS_DNTL                   ,UAT02     ,c_li_exc_tb                   ,840804,0,0,840804,2391,838413,1902
Claims,CLM_MS_DNTL                   ,UAT02     ,c_li_exc_tb                   ,822055,0,0,822055,811,821244,1804
Claims,CLM_MS_DNTL                   ,UAT02     ,c_li_exc_tb                   ,89277,0,0,89277,2394,86883,1701
Claims,CLM_MS_DNTL                   ,UAT02     ,c_li_exc_tb                   ,473603,0,0,473603,5367,468236,1903
Claims,CLM_MS_DNTL                   ,UAT02     ,c_li_exc_tb                   ,820844,0,0,820844,42111,778733,1904
Claims,CLM_MS_DNTL                   ,UAT02     ,c_li_exc_tb                   ,247663,0,0,247663,2870,244793,1702
Claims,CLM_MS_DNTL                   ,UAT02     ,c_li_exc_tb                   ,440030,0,0,440030,1053,438977,2001
Claims,CLM_MS_DNTL                   ,UAT03     ,c_li_exc_tb                   ,123652,0,0,123652,278,123374,1703
Claims,CLM_MS_DNTL                   ,UAT03     ,c_li_exc_tb                   ,247663,0,0,247663,2745,244918,1702
Claims,CLM_MS_DNTL                   ,UAT03     ,c_li_exc_tb                   ,993227,0,0,993227,17,993210,2101
Claims,CLM_MS_DNTL                   ,UAT03     ,c_li_exc_tb                   ,239800,0,0,239800,30,239770,2004
Claims,CLM_MS_DNTL                   ,UAT03     ,c_li_exc_tb                   ,526367,0,0,526367,14,526353,2003
Claims,CLM_MS_DNTL                   ,UAT03     ,c_li_exc_tb                   ,554457,0,0,554457,244,554213,2002
Claims,CLM_MS_DNTL                   ,UAT03     ,c_li_exc_tb                   ,440030,0,0,440030,614,439416,2001
Claims,CLM_MS_DNTL                   ,UAT03     ,c_li_exc_tb                   ,820844,0,0,820844,31943,788901,1904
Claims,CLM_MS_DNTL                   ,UAT03     ,c_li_exc_tb                   ,840804,0,0,840804,2289,838515,1902
Claims,CLM_MS_DNTL                   ,UAT03     ,c_li_exc_tb                   ,473603,0,0,473603,4258,469345,1903
Claims,CLM_MS_DNTL                   ,UAT03     ,c_li_exc_tb                   ,1101926,0,0,1101926,1566,1100360,1901
Claims,CLM_MS_DNTL                   ,UAT03     ,c_li_exc_tb                   ,822055,0,0,822055,679,821376,1804
Claims,CLM_MS_DNTL                   ,UAT03     ,c_li_exc_tb                   ,962040,0,0,962040,4685,957355,1803
Claims,CLM_MS_DNTL                   ,UAT03     ,c_li_exc_tb                   ,786587,0,0,786587,1267,785320,1802
Claims,CLM_MS_DNTL                   ,UAT03     ,c_li_exc_tb                   ,577465,0,0,577465,5878,571587,1801
Claims,CLM_MS_DNTL                   ,UAT03     ,c_li_exc_tb                   ,176978,0,0,176978,3194,173784,1704
Claims,CLM_MS_DNTL                   ,UAT05     ,c_li_exc_tb                   ,239800,0,0,239800,24,239776,2004
