functional_area,program_name,run_id,table_name,target_record_count,quarter
Claims,CLM_MS_DNTL                   ,ALL02     ,t_tcn_xref                    ,517858,1601
Claims,CLM_MS_DNTL                   ,ALL02     ,t_adj_dent_xref               ,136175,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_attachment_xref             ,69,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_chck_clm_xref               ,65892,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_claim_error                 ,780396,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_claim_locat                 ,2356955,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_amt                     ,3511205,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_cas                     ,1917949,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_crc                     ,0,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_diag_xref               ,504944,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_dental_hdr_keys             ,326234,1903
Claims,CLM_MS_DNTL                   ,ALL02     ,t_deny_dntl_dtl               ,287734,1903
Claims,CLM_MS_DNTL                   ,ALL02     ,t_deny_dntl_hdr               ,84835,1903
Claims,CLM_MS_DNTL                   ,ALL02     ,t_dntl_oth_pyr_hdr            ,300247,1903
Claims,CLM_MS_DNTL                   ,ALL02     ,t_fin_remit_txn_xref          ,326234,1903
Claims,CLM_MS_DNTL                   ,ALL02     ,t_hist_directory              ,326234,1903
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mc_re_spec_cond             ,0,1903
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_copay                  ,21070,1903
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_dental_dtl             ,770031,1903
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_ent_nm_adr             ,3392288,1903
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_oth_pyr_dtl             ,762180,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_patliab_x               ,0,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_payer_entity            ,762180,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_pgm_xref                ,2832674,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_pyr_entnmadr            ,760617,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_ref                     ,1702588,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_sbr                     ,762180,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_adr                 ,13,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_fin_cos_lkup        ,58,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_party_id            ,252252,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_shr_lkup            ,785322,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cos_dtl_xref                ,2832674,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_dental_dtl_keys             ,2832674,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_dental_hdr_keys             ,785322,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_deny_dntl_dtl               ,420370,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_deny_dntl_hdr               ,119742,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_dntl_oth_pyr_hdr            ,762180,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_fin_remit_txn_xref          ,785322,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_hist_directory              ,785322,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mc_re_spec_cond             ,0,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_copay                  ,22529,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_dental_dtl             ,1625676,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_ent_nm_adr             ,8072816,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_entity                 ,3940587,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_mbr_svc_usg            ,40852,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_pa_item_dtl_xref            ,2434,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_pd_dntl_dtl                 ,2412304,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_pd_dntl_hdr                 ,665580,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_re_eps_hist_ext             ,2677383,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_resub_dent_xref             ,293,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_susp_rlhx                   ,112022,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_tcn_xref                    ,1285183,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_adj_dent_xref               ,8376,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_attachment_xref             ,74,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_chck_clm_xref               ,66354,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_claim_error                 ,207148,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_claim_locat                 ,824332,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_eob_xref                ,2159058,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_modifier                ,8,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_ndc_dtl                 ,0,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_nte                     ,0,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_orp_track               ,0,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_oth_pyr_dtl             ,390147,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_patliab_x               ,0,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_payer_entity            ,390147,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_pgm_xref                ,1455318,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_pyr_entnmadr            ,388638,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_ref                     ,1049614,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_sbr                     ,390147,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_adr                 ,0,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_fin_cos_lkup        ,78,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_party_id            ,0,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_shr_lkup            ,413700,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_copay                  ,4597,1202
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_dental_dtl             ,130486,1202
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_ent_nm_adr             ,408288,1202
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_entity                 ,230694,1202
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_mbr_svc_usg            ,39590,1202
Claims,CLM_MS_DNTL                   ,ALL02     ,t_pa_item_dtl_xref            ,595,1202
Claims,CLM_MS_DNTL                   ,ALL02     ,t_pd_dntl_dtl                 ,139870,1202
Claims,CLM_MS_DNTL                   ,ALL02     ,t_pd_dntl_hdr                 ,20845,1202
Claims,CLM_MS_DNTL                   ,ALL02     ,t_re_eps_hist_ext             ,122090,1202
Claims,CLM_MS_DNTL                   ,ALL02     ,t_resub_dent_xref             ,0,1202
Claims,CLM_MS_DNTL                   ,ALL02     ,t_susp_rlhx                   ,0,1202
Claims,CLM_MS_DNTL                   ,ALL02     ,t_claim_locat                 ,727874,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_amt                     ,1018876,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_cas                     ,797247,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_crc                     ,0,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_diag_xref               ,118483,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_dn2                     ,4676,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_dtl_tth_sfc             ,159808,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_dtp                     ,0,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_enc_dtl                 ,797452,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_enc_hdr                 ,221424,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_ent_nm_adr              ,3582098,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_entity                  ,2073702,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_eob_xref                ,1126316,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_modifier                ,46,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_ndc_dtl                 ,0,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_nte                     ,0,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_orp_track               ,1,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_oth_pyr_dtl             ,222271,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_patliab_x               ,0,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_payer_entity            ,222271,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_pgm_xref                ,870930,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_pyr_entnmadr            ,221423,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_ref                     ,694498,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_sbr                     ,222271,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_adr                 ,0,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_fin_cos_lkup        ,94,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_hist_directory              ,20707,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mc_re_spec_cond             ,0,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_copay                  ,3989,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_dental_dtl             ,134210,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_ent_nm_adr             ,416322,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_entity                 ,233636,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_mbr_svc_usg            ,44371,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_pa_item_dtl_xref            ,917,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_pd_dntl_dtl                 ,140270,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_pd_dntl_hdr                 ,20410,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_re_eps_hist_ext             ,124886,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_pgm_xref                ,141680,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_pyr_entnmadr            ,879,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_ref                     ,83247,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_sbr                     ,879,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_adr                 ,1,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_fin_cos_lkup        ,0,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_party_id            ,18205,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_shr_lkup            ,20707,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cos_dtl_xref                ,141680,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_dental_dtl_keys             ,141680,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_dental_hdr_keys             ,20707,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_deny_dntl_dtl               ,1410,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_deny_dntl_hdr               ,297,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_dntl_oth_pyr_hdr            ,879,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_fin_remit_txn_xref          ,20707,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_dn2                     ,1947,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_dtl_tth_sfc             ,580383,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_dtp                     ,6,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_enc_dtl                 ,2750617,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_enc_hdr                 ,760588,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_ent_nm_adr              ,12958617,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_entity                  ,6748582,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_eob_xref                ,2648216,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_modifier                ,0,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_ndc_dtl                 ,0,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_nte                     ,0,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_orp_track               ,0,1602
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_pgm_xref                ,141066,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_pyr_entnmadr            ,1492,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_ref                     ,84915,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_sbr                     ,1492,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_adr                 ,0,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_fin_cos_lkup        ,2,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_party_id            ,14346,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_shr_lkup            ,21090,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cos_dtl_xref                ,141066,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_dental_dtl_keys             ,141066,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_dental_hdr_keys             ,21090,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_deny_dntl_dtl               ,1797,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_deny_dntl_hdr               ,392,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_crc                     ,0,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_diag_xref               ,134647,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_dn2                     ,2650,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_dtl_tth_sfc             ,186269,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_dtp                     ,2,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_enc_dtl                 ,905013,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_enc_hdr                 ,249980,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_ent_nm_adr              ,4201112,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_entity                  ,2348690,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_eob_xref                ,1629664,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_modifier                ,0,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_ndc_dtl                 ,0,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_nte                     ,0,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_orp_track               ,0,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_oth_pyr_dtl             ,250391,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_patliab_x               ,0,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_payer_entity            ,250391,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_pgm_xref                ,985968,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_pyr_entnmadr            ,249980,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_ref                     ,648990,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_sbr                     ,250391,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_adr                 ,4,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_fin_cos_lkup        ,50,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_party_id            ,23078,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_amt                     ,1154993,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_cas                     ,781426,1603
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cos_dtl_xref                ,1455318,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_dental_dtl_keys             ,1455318,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_dental_hdr_keys             ,413700,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_deny_dntl_dtl               ,416967,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_deny_dntl_hdr               ,117090,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_dntl_oth_pyr_hdr            ,390147,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_fin_remit_txn_xref          ,413700,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_hist_directory              ,413700,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mc_re_spec_cond             ,0,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_copay                  ,28860,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_dental_dtl             ,899468,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_ent_nm_adr             ,4060892,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_entity                 ,2331382,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_mbr_svc_usg            ,45619,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_pa_item_dtl_xref            ,3726,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_pd_dntl_dtl                 ,1038351,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_pd_dntl_hdr                 ,296610,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_re_eps_hist_ext             ,1370790,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_resub_dent_xref             ,29590,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_susp_rlhx                   ,38666,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_tcn_xref                    ,802338,1904
Claims,CLM_MS_DNTL                   ,ALL02     ,t_adj_dent_xref               ,1972,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_attachment_xref             ,106,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_chck_clm_xref               ,59873,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_claim_error                 ,440009,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_party_id            ,0,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cnv_clm_shr_lkup            ,242184,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_cos_dtl_xref                ,870930,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_dental_dtl_keys             ,870930,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_dental_hdr_keys             ,242184,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_deny_dntl_dtl               ,305020,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_deny_dntl_hdr               ,84448,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_dntl_oth_pyr_hdr            ,222271,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_fin_remit_txn_xref          ,242184,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_hist_directory              ,242184,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mc_re_spec_cond             ,0,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_copay                  ,16038,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_dental_dtl             ,456665,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_ent_nm_adr             ,2093249,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_entity                 ,1208323,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_mbr_svc_usg            ,35314,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_pa_item_dtl_xref            ,3162,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_pd_dntl_dtl                 ,565910,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_pd_dntl_hdr                 ,157736,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_re_eps_hist_ext             ,819619,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_resub_dent_xref             ,41202,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_susp_rlhx                   ,30291,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_tcn_xref                    ,463602,2001
Claims,CLM_MS_DNTL                   ,ALL02     ,t_adj_dent_xref               ,24038,2002
Claims,CLM_MS_DNTL                   ,ALL02     ,t_attachment_xref             ,84,2002
Claims,CLM_MS_DNTL                   ,ALL02     ,t_chck_clm_xref               ,27649,2002
Claims,CLM_MS_DNTL                   ,ALL02     ,t_claim_error                 ,554375,2002
Claims,CLM_MS_DNTL                   ,ALL02     ,t_claim_locat                 ,778662,2002
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_amt                     ,1131379,2002
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_cas                     ,828457,2002
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_crc                     ,0,2002
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_diag_xref               ,124758,2002
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_dn2                     ,2469,2002
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_dtl_tth_sfc             ,168248,2002
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_dtp                     ,2,2002
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_enc_dtl                 ,882658,2002
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_enc_hdr                 ,248721,2002
Claims,CLM_MS_DNTL                   ,ALL02     ,t_resub_dent_xref             ,0,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_susp_rlhx                   ,0,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_tcn_xref                    ,21586,1203
Claims,CLM_MS_DNTL                   ,ALL02     ,t_adj_dent_xref               ,0,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_attachment_xref             ,27,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_chck_clm_xref               ,130295,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_claim_error                 ,5930,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_claim_locat                 ,63388,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_amt                     ,10188,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_cas                     ,210207,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_crc                     ,0,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_diag_xref               ,818,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_dn2                     ,548,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_dtl_tth_sfc             ,24335,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_dtp                     ,0,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_enc_dtl                 ,8696,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_enc_hdr                 ,1492,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_ent_nm_adr              ,429452,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_entity                  ,238897,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_eob_xref                ,248746,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_modifier                ,0,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_ndc_dtl                 ,0,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_nte                     ,0,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_orp_track               ,0,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_oth_pyr_dtl             ,1492,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_patliab_x               ,0,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_payer_entity            ,1492,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_pyr_entnmadr            ,248721,2002
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_ref                     ,839493,2002
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_sbr                     ,252754,2002
Claims,CLM_MS_DNTL                   ,ALL02     ,t_dntl_oth_pyr_hdr            ,1492,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_fin_remit_txn_xref          ,21090,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_hist_directory              ,21090,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mc_re_spec_cond             ,0,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_copay                  ,4224,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_dental_dtl             ,133908,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_ent_nm_adr             ,425747,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_entity                 ,237008,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_mphx_mbr_svc_usg            ,43413,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_pa_item_dtl_xref            ,820,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_pd_dntl_dtl                 ,139269,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_pd_dntl_hdr                 ,20698,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_re_eps_hist_ext             ,123214,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_resub_dent_xref             ,0,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_susp_rlhx                   ,0,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_tcn_xref                    ,22582,1204
Claims,CLM_MS_DNTL                   ,ALL02     ,t_adj_dent_xref               ,0,1301
Claims,CLM_MS_DNTL                   ,ALL02     ,t_attachment_xref             ,17,1301
Claims,CLM_MS_DNTL                   ,ALL02     ,t_chck_clm_xref               ,110070,1301
Claims,CLM_MS_DNTL                   ,ALL02     ,t_claim_error                 ,6886,1301
Claims,CLM_MS_DNTL                   ,ALL02     ,t_claim_locat                 ,56136,1301
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_amt                     ,13257,1301
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_cas                     ,180378,1301
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_crc                     ,0,1301
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_diag_xref               ,1192,1301
Claims,CLM_MS_DNTL                   ,ALL02     ,t_clm_dn2                     ,386,1301
